Item Name,Item Description,Major Category,Minor Category,Asset Group,Quantity Issued,Total Value,MaintenanceType,CONTRACTOR,DEPARTMENT,TARGET RESPONSE DATE
MCL-BLT-026,V-BELT -SPA907,MECHANICAL,BELT,AIR HANDLING UNIT-05,2,40.0,PM,FM008,HVAC,04-Feb-2022  00:00:00
MCL-VBT-092,V-BELT-SPA832 FOR MOTOR - SPA832,MECHANICAL,V-BELT,AIR HANDLING UNIT-05,2,40.0,PM,FM008,HVAC,04-Feb-2022  00:00:00
MCL-VBT-092,V-BELT-SPA832 FOR MOTOR - SPA832,MECHANICAL,V-BELT,AIR HANDLING UNIT-05,2,40.0,PM,FM008,HVAC,04-Feb-2022  00:00:00
MCL-BLT-118,BELT MOTOR -SPA950/ BLL01136 - SPA950- BLL01136,MECHANICAL,BELT,AIR HANDLING UNIT-05,2,40.0,PM,FM008,HVAC,04-Feb-2022  00:00:00
MCL-BLT-422,V-BELT-SPA875 (FOR MOTOR) - SPA875,MECHANICAL,BELT,AIR HANDLING UNIT-05,2,36.0,PM,FM008,HVAC,04-Feb-2022  00:00:00
MCL-BLT-001,V-BELT SIZE SPA1532-SPA1532,HVAC,BELT,AIR HANDLING UNIT-05,2,80.0,PM,FM008,HVAC,11-Feb-2022  00:00:00
HVC-BLT-432,BELT-SPA807,HVAC,BELT,AIR HANDLING UNIT-05,2,40.0,PM,FM008,HVAC,12-Feb-2022  00:00:00
MCL-VBT-092,V-BELT-SPA832 FOR MOTOR - SPA832,MECHANICAL,V-BELT,AIR HANDLING UNIT-05,2,40.0,PM,FM008,HVAC,12-Feb-2022  00:00:00
MCL-BLT-112,BELT MOTOR - SPA1132,MECHANICAL,BELT,AIR HANDLING UNIT-05,2,43.12,PM,FM008,HVAC,14-Feb-2022  00:00:00
HVC-BLT-432,BELT-SPA807,HVAC,BELT,AIR HANDLING UNIT-05,2,40.0,PM,FM008,HVAC,20-Feb-2022  00:00:00
HVC-BRG-102,BEARING INA GRAE 25 NPPB - 25 NPPB,HVAC,BEARING,AIR HANDLING UNIT-05,1,120.0,PM,FM008,HVAC,20-Feb-2022  00:00:00
HVC-BRG-166,BEARING INA - GG ASE 05 N,HVAC,BEARING,AIR HANDLING UNIT-05,1,120.0,PM,FM008,HVAC,20-Feb-2022  00:00:00
HVC-BLT-432,BELT-SPA807,HVAC,BELT,AIR HANDLING UNIT-05,2,40.0,PM,FM008,HVAC,20-Feb-2022  00:00:00
HVC-BRG-102,BEARING INA GRAE 25 NPPB - 25 NPPB,HVAC,BEARING,AIR HANDLING UNIT-05,2,240.0,PM,FM008,HVAC,20-Feb-2022  00:00:00
HVC-BRG-166,BEARING INA - GG ASE 05 N,HVAC,BEARING,AIR HANDLING UNIT-05,2,240.0,PM,FM008,HVAC,20-Feb-2022  00:00:00
MCL-BLT-446,BLACK BELT - 9.5X900 - FM35.5  - 7976,MECHANICAL,BELT,AIR HANDLING UNIT-04,2,20.0,PM,FM008,HVAC,20-Feb-2022  00:00:00
HVC-FLR-743,"DUST FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X95MM - 179-411-863",HVAC,FILTER,AIR HANDLING UNIT-05,6,209.58,PM,FM008,HVAC,23-Feb-2022  00:00:00
HVC-BLT-486,BELT-SPC2800,HVAC,BELT,AIR HANDLING UNIT-05,4,520.0,PM,FM008,HVAC,27-Feb-2022  00:00:00
HVC-VBT-046,V-BELT - SPA1232,HVAC,V-BELT,AIR HANDLING UNIT-05,2,46.0,PM,FM008,HVAC,27-Feb-2022  00:00:00
MCL-BLT-378,METRIC V-BELT - OUTSIDE LENGTH 1550MM - THIKNESS 10MM - SPA1550,MECHANICAL,BELT,AIR HANDLING UNIT-05,2,80.0,PM,FM008,HVAC,27-Feb-2022  00:00:00
MCL-BLT-114,BELT MOTOR -SPA1107/ BLL01154 - SPA1107- BLL01154,MECHANICAL,BELT,AIR HANDLING UNIT-05,2,56.0,PM,FM008,HVAC,04-Mar-2022  00:00:00
HVC-FLR-664,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X44MM - 170-112-863",HVAC,FILTER,AIR HANDLING UNIT-05,4,63.12,PM,FM008,HVAC,06-Mar-2022  00:00:00
HVC-FLR-665,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 289X594X44MM - 170-112-319",HVAC,FILTER,AIR HANDLING UNIT-05,4,45.4,PM,FM008,HVAC,06-Mar-2022  00:00:00
HVC-FLR-732,"BAG FILTER - 8 POCKET, FILTER CLASS: F7, MERV RATING - 13, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER, ISO 16890: COARSE EPM1 60%, SIZE: 592X592X360MM - 51.2310.0814",HVAC,FILTER,AIR HANDLING UNIT-05,4,260.8,PM,FM008,HVAC,06-Mar-2022  00:00:00
HVC-FLR-738,"BAG FILTER - 4 POCKET, FILTER CLASS: F7, MERV RATING - 13, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER, ISO 16890: COARSE EPM1 60%, SIZE: 287X592X360MM - 51.2320.0414",HVAC,FILTER,AIR HANDLING UNIT-05,4,151.12,PM,FM008,HVAC,06-Mar-2022  00:00:00
HVC-FLR-664,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X44MM - 170-112-863",HVAC,FILTER,AIR HANDLING UNIT-05,8,126.24,PM,FM008,HVAC,06-Mar-2022  00:00:00
HVC-FLR-665,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 289X594X44MM - 170-112-319",HVAC,FILTER,AIR HANDLING UNIT-05,2,22.7,PM,FM008,HVAC,06-Mar-2022  00:00:00
HVC-FLR-732,"BAG FILTER - 8 POCKET, FILTER CLASS: F7, MERV RATING - 13, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER, ISO 16890: COARSE EPM1 60%, SIZE: 592X592X360MM - 51.2310.0814",HVAC,FILTER,AIR HANDLING UNIT-05,8,521.6,PM,FM008,HVAC,06-Mar-2022  00:00:00
HVC-FLR-738,"BAG FILTER - 4 POCKET, FILTER CLASS: F7, MERV RATING - 13, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER, ISO 16890: COARSE EPM1 60%, SIZE: 287X592X360MM - 51.2320.0414",HVAC,FILTER,AIR HANDLING UNIT-05,2,75.56,PM,FM008,HVAC,06-Mar-2022  00:00:00
HVC-FLR-732,"BAG FILTER - 8 POCKET, FILTER CLASS: F7, MERV RATING - 13, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER, ISO 16890: COARSE EPM1 60%, SIZE: 592X592X360MM - 51.2310.0814",HVAC,FILTER,AIR HANDLING UNIT-05,8,521.6,PM,FM008,HVAC,06-Mar-2022  00:00:00
HVC-FLR-736,"DUST FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 289X594X95MM - 179-411-319",HVAC,FILTER,AIR HANDLING UNIT-05,2,54.24,PM,FM008,HVAC,06-Mar-2022  00:00:00
HVC-FLR-738,"BAG FILTER - 4 POCKET, FILTER CLASS: F7, MERV RATING - 13, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER, ISO 16890: COARSE EPM1 60%, SIZE: 287X592X360MM - 51.2320.0414",HVAC,FILTER,AIR HANDLING UNIT-05,2,75.56,PM,FM008,HVAC,06-Mar-2022  00:00:00
HVC-FLR-743,"DUST FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X95MM - 179-411-863",HVAC,FILTER,AIR HANDLING UNIT-05,8,279.44,PM,FM008,HVAC,06-Mar-2022  00:00:00
HVC-FLR-664,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X44MM - 170-112-863",HVAC,FILTER,AIR HANDLING UNIT-05,4,63.12,PM,FM008,HVAC,06-Mar-2022  00:00:00
HVC-FLR-665,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 289X594X44MM - 170-112-319",HVAC,FILTER,AIR HANDLING UNIT-05,4,45.4,PM,FM008,HVAC,06-Mar-2022  00:00:00
HVC-FLR-732,"BAG FILTER - 8 POCKET, FILTER CLASS: F7, MERV RATING - 13, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER, ISO 16890: COARSE EPM1 60%, SIZE: 592X592X360MM - 51.2310.0814",HVAC,FILTER,AIR HANDLING UNIT-05,4,260.8,PM,FM008,HVAC,06-Mar-2022  00:00:00
HVC-FLR-738,"BAG FILTER - 4 POCKET, FILTER CLASS: F7, MERV RATING - 13, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER, ISO 16890: COARSE EPM1 60%, SIZE: 287X592X360MM - 51.2320.0414",HVAC,FILTER,AIR HANDLING UNIT-05,4,151.12,PM,FM008,HVAC,06-Mar-2022  00:00:00
HVC-FLR-664,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X44MM - 170-112-863",HVAC,FILTER,AIR HANDLING UNIT-05,4,63.12,PM,FM008,HVAC,06-Mar-2022  00:00:00
HVC-FLR-665,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 289X594X44MM - 170-112-319",HVAC,FILTER,AIR HANDLING UNIT-05,4,45.4,PM,FM008,HVAC,06-Mar-2022  00:00:00
HVC-FLR-732,"BAG FILTER - 8 POCKET, FILTER CLASS: F7, MERV RATING - 13, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER, ISO 16890: COARSE EPM1 60%, SIZE: 592X592X360MM - 51.2310.0814",HVAC,FILTER,AIR HANDLING UNIT-05,4,260.8,PM,FM008,HVAC,06-Mar-2022  00:00:00
HVC-FLR-738,"BAG FILTER - 4 POCKET, FILTER CLASS: F7, MERV RATING - 13, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER, ISO 16890: COARSE EPM1 60%, SIZE: 287X592X360MM - 51.2320.0414",HVAC,FILTER,AIR HANDLING UNIT-05,4,151.12,PM,FM008,HVAC,06-Mar-2022  00:00:00
HVC-FLR-664,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X44MM - 170-112-863",HVAC,FILTER,AIR HANDLING UNIT-05,8,126.24,PM,FM008,HVAC,06-Mar-2022  00:00:00
HVC-FLR-665,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 289X594X44MM - 170-112-319",HVAC,FILTER,AIR HANDLING UNIT-05,2,22.7,PM,FM008,HVAC,06-Mar-2022  00:00:00
HVC-FLR-732,"BAG FILTER - 8 POCKET, FILTER CLASS: F7, MERV RATING - 13, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER, ISO 16890: COARSE EPM1 60%, SIZE: 592X592X360MM - 51.2310.0814",HVAC,FILTER,AIR HANDLING UNIT-05,8,521.6,PM,FM008,HVAC,06-Mar-2022  00:00:00
HVC-FLR-738,"BAG FILTER - 4 POCKET, FILTER CLASS: F7, MERV RATING - 13, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER, ISO 16890: COARSE EPM1 60%, SIZE: 287X592X360MM - 51.2320.0414",HVAC,FILTER,AIR HANDLING UNIT-05,2,75.56,PM,FM008,HVAC,06-Mar-2022  00:00:00
HVC-FLR-664,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X44MM - 170-112-863",HVAC,FILTER,AIR HANDLING UNIT-05,8,126.24,PM,FM008,HVAC,06-Mar-2022  00:00:00
HVC-FLR-665,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 289X594X44MM - 170-112-319",HVAC,FILTER,AIR HANDLING UNIT-05,2,22.7,PM,FM008,HVAC,06-Mar-2022  00:00:00
HVC-FLR-732,"BAG FILTER - 8 POCKET, FILTER CLASS: F7, MERV RATING - 13, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER, ISO 16890: COARSE EPM1 60%, SIZE: 592X592X360MM - 51.2310.0814",HVAC,FILTER,AIR HANDLING UNIT-05,8,521.6,PM,FM008,HVAC,06-Mar-2022  00:00:00
HVC-FLR-738,"BAG FILTER - 4 POCKET, FILTER CLASS: F7, MERV RATING - 13, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER, ISO 16890: COARSE EPM1 60%, SIZE: 287X592X360MM - 51.2320.0414",HVAC,FILTER,AIR HANDLING UNIT-05,2,75.56,PM,FM008,HVAC,06-Mar-2022  00:00:00
HVC-BLT-158,BELT-SPC2650LW,HVAC,BELT,AIR HANDLING UNIT-05,4,480.0,PM,FM008,HVAC,06-Mar-2022  00:00:00
HVC-FLR-530,FILTER - PRE FILTER 287X592X48 - 540F-FG414000003,HVAC,FILTER,AIR HANDLING UNIT-05,7,81.2,PM,FM008,HVAC,06-Mar-2022  00:00:00
HVC-FLR-664,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X44MM - 170-112-863",HVAC,FILTER,AIR HANDLING UNIT-05,10,157.8,PM,FM008,HVAC,06-Mar-2022  00:00:00
HVC-FLR-732,"BAG FILTER - 8 POCKET, FILTER CLASS: F7, MERV RATING - 13, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER, ISO 16890: COARSE EPM1 60%, SIZE: 592X592X360MM - 51.2310.0814",HVAC,FILTER,AIR HANDLING UNIT-05,10,652.0,PM,FM008,HVAC,06-Mar-2022  00:00:00
HVC-FLR-738,"BAG FILTER - 4 POCKET, FILTER CLASS: F7, MERV RATING - 13, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER, ISO 16890: COARSE EPM1 60%, SIZE: 287X592X360MM - 51.2320.0414",HVAC,FILTER,AIR HANDLING UNIT-05,7,264.46,PM,FM008,HVAC,06-Mar-2022  00:00:00
MCL-BLT-026,V-BELT -SPA907,MECHANICAL,BELT,AIR HANDLING UNIT-05,2,40.0,PM,FM008,HVAC,06-Mar-2022  00:00:00
MCL-BLT-439,V-BELT-SPA3032 (FOR MOTOR),MECHANICAL,BELT,AIR HANDLING UNIT-05,4,0.0,PM,FM008,HVAC,06-Mar-2022  00:00:00
MCL-BLT-026,V-BELT -SPA907,MECHANICAL,BELT,AIR HANDLING UNIT-05,2,40.0,PM,FM008,HVAC,09-Mar-2022  00:00:00
MCL-BRG-195,BEARING-YET-206 - BRG 01354 - BRG 01354,MECHANICAL,BEARING,AIR HANDLING UNIT-05,2,180.0,PM,FM008,HVAC,09-Mar-2022  00:00:00
MCL-BRG-200,ROLLING BEARING - INA GG ASE 06N - INA-06N,MECHANICAL,BEARING,AIR HANDLING UNIT-05,2,475.28,PM,FM008,HVAC,09-Mar-2022  00:00:00
HVC-FLR-732,"BAG FILTER - 8 POCKET, FILTER CLASS: F7, MERV RATING - 13, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER, ISO 16890: COARSE EPM1 60%, SIZE: 592X592X360MM - 51.2310.0814",HVAC,FILTER,AIR HANDLING UNIT-05,4,260.8,PM,FM008,HVAC,11-Mar-2022  00:00:00
HVC-FLR-738,"BAG FILTER - 4 POCKET, FILTER CLASS: F7, MERV RATING - 13, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER, ISO 16890: COARSE EPM1 60%, SIZE: 287X592X360MM - 51.2320.0414",HVAC,FILTER,AIR HANDLING UNIT-05,4,151.12,PM,FM008,HVAC,11-Mar-2022  00:00:00
HVC-FLR-664,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X44MM - 170-112-863",HVAC,FILTER,AIR HANDLING UNIT-05,4,63.12,PM,FM008,HVAC,11-Mar-2022  00:00:00
HVC-FLR-665,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 289X594X44MM - 170-112-319",HVAC,FILTER,AIR HANDLING UNIT-05,2,22.7,PM,FM008,HVAC,11-Mar-2022  00:00:00
HVC-FLR-732,"BAG FILTER - 8 POCKET, FILTER CLASS: F7, MERV RATING - 13, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER, ISO 16890: COARSE EPM1 60%, SIZE: 592X592X360MM - 51.2310.0814",HVAC,FILTER,AIR HANDLING UNIT-05,4,260.8,PM,FM008,HVAC,11-Mar-2022  00:00:00
HVC-FLR-738,"BAG FILTER - 4 POCKET, FILTER CLASS: F7, MERV RATING - 13, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER, ISO 16890: COARSE EPM1 60%, SIZE: 287X592X360MM - 51.2320.0414",HVAC,FILTER,AIR HANDLING UNIT-05,2,75.56,PM,FM008,HVAC,11-Mar-2022  00:00:00
HVC-BLT-402,BELT-SPA1400,HVAC,BELT,AIR HANDLING UNIT-05,3,120.0,PM,FM008,HVAC,20-Mar-2022  00:00:00
MCL-BLT-029,V-BELT -SPA1357,HVAC,BELT,AIR HANDLING UNIT-05,2,60.0,PM,FM008,HVAC,22-Mar-2022  00:00:00
HVC-BLT-432,BELT-SPA807,HVAC,BELT,AIR HANDLING UNIT-05,2,40.0,PM,FM008,HVAC,22-Mar-2022  00:00:00
HVC-BRG-165,BEARING INA - GRA E20NPPB,HVAC,BEARING,AIR HANDLING UNIT-05,2,520.0,PM,FM008,HVAC,22-Mar-2022  00:00:00
MCL-BRG-199,ROLLING BEARING - INA GG ASE 04 - INA- 04,MECHANICAL,BEARING,AIR HANDLING UNIT-05,2,360.0,PM,FM008,HVAC,22-Mar-2022  00:00:00
MCL-BLT-378,METRIC V-BELT - OUTSIDE LENGTH 1550MM - THIKNESS 10MM - SPA1550,MECHANICAL,BELT,AIR HANDLING UNIT-05,2,80.0,PM,FM008,HVAC,29-Mar-2022  00:00:00
MCL-BLT-378,METRIC V-BELT - OUTSIDE LENGTH 1550MM - THIKNESS 10MM - SPA1550,MECHANICAL,BELT,AIR HANDLING UNIT-05,2,80.0,PM,FM008,HVAC,29-Mar-2022  00:00:00
MCL-VBT-061,V-BELT SPA900LW(FOR MOTOR)  - SPA900LW,MECHANICAL,V-BELT,AIR HANDLING UNIT-05,2,40.0,PM,FM008,HVAC,30-Mar-2022  00:00:00
HVC-FLR-733,"BAG FILTER - 10 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 592X592X360MM - TM 76603-5",HVAC,FILTER,AIR HANDLING UNIT-05,9,2548.17,PM,FM008,HVAC,03-Apr-2022  00:00:00
HVC-FLR-734,"BAG FILTER - 5 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 287X592X360MM - TM 73602",HVAC,FILTER,AIR HANDLING UNIT-05,3,518.19,PM,FM008,HVAC,03-Apr-2022  00:00:00
HVC-FLR-732,"BAG FILTER - 8 POCKET, FILTER CLASS: F7, MERV RATING - 13, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER, ISO 16890: COARSE EPM1 60%, SIZE: 592X592X360MM - 51.2310.0814",HVAC,FILTER,AIR HANDLING UNIT-05,3,195.6,PM,FM008,HVAC,03-Apr-2022  00:00:00
MCL-VBT-051,V-BELT-SPA1832(FOR MOTOR),MECHANICAL,V-BELT,AIR HANDLING UNIT-05,4,128.0,PM,FM008,HVAC,03-Apr-2022  00:00:00
MCL-VBT-051,V-BELT-SPA1832(FOR MOTOR),MECHANICAL,V-BELT,AIR HANDLING UNIT-05,1,32.0,PM,FM008,HVAC,03-Apr-2022  00:00:00
MCL-BLT-013,V-BELT A-38,MECHANICAL,BELT,AIR HANDLING UNIT-05,2,36.0,PM,FM008,HVAC,03-Apr-2022  00:00:00
HVC-BRG-199,BEARING - PLUMMER BLOCK HOUSING BEARING - SY508M,HVAC,BEARING,AIR HANDLING UNIT-05,2,180.0,PM,FM008,HVAC,04-Apr-2022  00:00:00
HVC-FLR-733,"BAG FILTER - 10 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 592X592X360MM - TM 76603-5",HVAC,FILTER,AIR HANDLING UNIT-05,12,3397.56,PM,FM008,HVAC,04-Apr-2022  00:00:00
HVC-FLR-734,"BAG FILTER - 5 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 287X592X360MM - TM 73602",HVAC,FILTER,AIR HANDLING UNIT-05,3,518.19,PM,FM008,HVAC,04-Apr-2022  00:00:00
HVC-FLR-736,"DUST FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 289X594X95MM - 179-411-319",HVAC,FILTER,AIR HANDLING UNIT-05,3,81.36,PM,FM008,HVAC,04-Apr-2022  00:00:00
HVC-FLR-743,"DUST FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X95MM - 179-411-863",HVAC,FILTER,AIR HANDLING UNIT-05,12,419.16,PM,FM008,HVAC,04-Apr-2022  00:00:00
HVC-FLR-733,"BAG FILTER - 10 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 592X592X360MM - TM 76603-5",HVAC,FILTER,AIR HANDLING UNIT-05,6,1698.78,PM,FM008,HVAC,04-Apr-2022  00:00:00
HVC-FLR-734,"BAG FILTER - 5 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 287X592X360MM - TM 73602",HVAC,FILTER,AIR HANDLING UNIT-05,2,345.46,PM,FM008,HVAC,04-Apr-2022  00:00:00
HVC-FLR-736,"DUST FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 289X594X95MM - 179-411-319",HVAC,FILTER,AIR HANDLING UNIT-05,2,54.24,PM,FM008,HVAC,04-Apr-2022  00:00:00
HVC-FLR-743,"DUST FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X95MM - 179-411-863",HVAC,FILTER,AIR HANDLING UNIT-05,6,209.58,PM,FM008,HVAC,04-Apr-2022  00:00:00
MCL-BRG-008,BEARING - YET-208,MECHANICAL,BEARING,AIR HANDLING UNIT-05,2,700.0,PM,FM008,HVAC,04-Apr-2022  00:00:00
MCL-BLT-126,BELT-V FOR AHU  SPA 1382 - SPA-1382,HVAC,BELT,AIR HANDLING UNIT-05,4,140.0,PM,FM008,HVAC,05-Apr-2022  00:00:00
MCL-BRG-039,BEARING - 6306-27/C3,MECHANICAL,BEARING,AIR HANDLING UNIT-05,2,112.0,PM,FM008,HVAC,05-Apr-2022  00:00:00
MCL-BLT-422,V-BELT-SPA875 (FOR MOTOR) - SPA875,MECHANICAL,BELT,AIR HANDLING UNIT-05,2,36.0,PM,FM008,HVAC,05-Apr-2022  00:00:00
HVC-FLR-664,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X44MM - 170-112-863",HVAC,FILTER,AIR HANDLING UNIT-05,16,252.48,PM,FM008,HVAC,05-Apr-2022  00:00:00
HVC-FLR-665,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 289X594X44MM - 170-112-319",HVAC,FILTER,AIR HANDLING UNIT-05,7,79.45,PM,FM008,HVAC,05-Apr-2022  00:00:00
HVC-FLR-736,"DUST FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 289X594X95MM - 179-411-319",HVAC,FILTER,AIR HANDLING UNIT-05,4,108.48,PM,FM008,HVAC,05-Apr-2022  00:00:00
HVC-FLR-743,"DUST FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X95MM - 179-411-863",HVAC,FILTER,AIR HANDLING UNIT-05,4,139.72,PM,FM008,HVAC,05-Apr-2022  00:00:00
MCL-VBT-092,V-BELT-SPA832 FOR MOTOR - SPA832,MECHANICAL,V-BELT,AIR HANDLING UNIT-05,2,40.0,PM,FM008,HVAC,08-Apr-2022  00:00:00
